location,datetime,res_stor_content,res_forebay_elev,daily_mean_comp_inflow,daily_mean_air_temp,daily_min_air_temp,daily_max_air_temp,tot_precip_daily,tot_year_precip,daily_mean_tot_dis,daily_mean_river_dis,daily_mean_spill_dis,daily_mean_gate_opening
Shadehill,"2024-03-23 00:00",102072.0,,68.813,76.567,50.49,91.82,,,22.933,22.933,0.0,0.16
Shadehill,"2024-03-24 00:00",101981.0,2268.18,-22.946,80.794,78.89,82.12,0.0,0.24,22.933,22.933,0.0,0.16
Shadehill,"2024-03-25 00:00",101936.0,2268.17,0.246,75.474,58.8,84.59,0.0,0.24,22.933,22.933,0.0,0.16
Shadehill,"2024-03-26 00:00",101846.0,2268.15,-22.442,68.558,54.33,82.64,0.0,0.24,22.933,22.933,0.0,0.16
Shadehill,"2024-03-27 00:00",101712.0,2268.12,-44.625,76.491,60.51,96.61,0.0,0.24,22.933,22.933,0.0,0.16
Shadehill,"2024-03-28 00:00",101756.0,2268.13,45.117,76.247,62.04,90.23,0.0,0.24,22.933,22.933,0.0,0.16
Shadehill,"2024-03-29 00:00",101622.0,2268.1,-44.625,71.093,60.72,85.39,0.0,0.24,22.933,22.933,0.0,0.16
Shadehill,"2024-03-30 00:00",101622.0,2268.1,22.933,56.33,49.99,64.0,0.0,0.24,22.933,22.933,0.0,0.16
Shadehill,"2024-03-31 00:00",101577.0,2268.09,0.246,58.269,50.29,64.8,0.02,0.26,22.933,22.933,0.0,0.16
Shadehill,"2024-04-01 00:00",101532.0,2268.08,0.246,57.391,51.43,65.43,0.04,0.3,22.933,22.933,0.0,0.16
Shadehill,"2024-04-02 00:00",101442.0,2268.06,-22.442,71.5,39.55,97.41,0.03,0.33,22.933,22.933,0.0,0.16
Shadehill,"2024-04-03 00:00",101442.0,2268.06,22.933,36.403,4.04,60.36,0.01,0.34,22.933,22.933,0.0,0.16
Shadehill,"2024-04-04 00:00",101442.0,2268.06,22.933,20.412,1.06,48.87,0.0,0.34,22.933,22.933,0.0,0.16
Shadehill,"2024-04-05 00:00",101442.0,2268.06,22.933,34.206,13.59,63.31,0.0,0.34,22.933,22.933,0.0,0.16
Shadehill,"2024-04-06 00:00",101487.0,2268.07,45.621,24.19,-10.14,55.43,0.0,0.34,22.933,22.933,0.0,0.16
Shadehill,"2024-04-07 00:00",101352.0,2268.04,-45.129,17.817,-13.81,44.87,0.07,0.41,22.933,22.933,0.0,0.16
Shadehill,"2024-04-08 00:00",101352.0,2268.04,22.933,32.419,14.79,51.38,0.02,0.43,22.933,22.933,0.0,0.16
Shadehill,"2024-04-09 00:00",101352.0,2268.04,22.933,34.661,0.1,59.95,0.01,0.44,22.933,22.933,0.0,0.16
Shadehill,"2024-04-10 00:00",101218.0,2268.01,-44.625,28.066,-6.0,52.25,0.0,0.44,22.933,22.933,0.0,0.16
Shadehill,"2024-04-11 00:00",101173.0,2268.0,0.246,35.865,-7.95,65.64,0.0,0.44,22.933,22.933,0.0,0.16
Shadehill,"2024-04-12 00:00",101308.0,2268.03,90.996,12.291,-14.49,47.05,0.0,0.44,22.933,22.933,0.0,0.16
Shadehill,"2024-04-13 00:00",101263.0,2268.02,0.246,-3.711,-15.05,20.34,0.0,0.44,22.933,22.933,0.0,0.16
Shadehill,"2024-04-14 00:00",101263.0,2268.02,22.933,-13.675,-15.08,-6.32,0.0,0.44,22.933,22.933,0.0,0.16
Shadehill,"2024-04-15 00:00",101308.0,2268.03,45.621,-2.731,-12.61,17.53,0.0,0.44,22.933,22.933,0.0,0.16
Shadehill,"2024-04-16 00:00",101218.0,2268.01,-22.442,-1.084,-13.72,22.22,0.12,0.56,22.933,22.933,0.0,0.16
Shadehill,"2024-04-17 00:00",101083.0,2267.98,-45.129,14.387,-15.2,42.83,0.0,0.56,22.933,22.933,0.0,0.16
Shadehill,"2024-04-18 00:00",100994.0,2267.96,-21.938,43.275,13.91,70.29,0.0,0.56,22.933,22.933,0.0,0.16
Shadehill,"2024-04-19 00:00",100859.0,2267.93,-45.129,60.238,30.69,84.91,0.0,0.56,22.933,22.933,0.0,0.16
Shadehill,"2024-04-20 00:00",100859.0,2267.93,22.933,54.068,26.56,68.39,0.0,0.56,22.933,22.933,0.0,0.16
Shadehill,"2024-04-21 00:00",101038.0,2267.97,113.179,38.159,9.6,64.07,0.0,0.56,22.933,22.933,0.0,0.16
Shadehill,"2024-04-22 00:00",101038.0,2267.97,22.933,17.579,-14.16,43.23,0.0,0.56,22.933,22.933,0.0,0.16
Shadehill,"2024-04-23 00:00",100859.0,2267.93,-67.313,3.171,-14.34,29.16,0.0,0.56,22.933,22.933,0.0,0.16
Shadehill,"2024-04-24 00:00",100949.0,2267.95,68.308,-2.6,-15.2,17.61,0.0,0.56,22.933,22.933,0.0,0.16
Shadehill,"2024-04-25 00:00",100994.0,2267.96,45.621,-9.994,-15.14,7.97,0.02,0.58,22.933,22.933,0.0,0.16
Shadehill,"2024-04-26 00:00",100949.0,2267.95,0.246,-8.49,-15.29,14.47,0.03,0.61,22.933,22.933,0.0,0.16
Shadehill,"2024-04-27 00:00",100770.0,2267.91,-67.313,10.934,-14.15,39.17,0.0,0.61,22.933,22.933,0.0,0.16
Shadehill,"2024-04-28 00:00",100770.0,2267.91,22.933,-13.725,-15.25,-8.46,0.0,0.61,22.933,22.933,0.0,0.16
Shadehill,"2024-04-29 00:00",100859.0,2267.93,67.804,1.743,-15.3,27.16,0.0,0.61,22.933,22.933,0.0,0.16
Shadehill,"2024-04-30 00:00",100770.0,2267.91,-21.938,0.626,-15.02,29.45,0.0,0.61,22.933,22.933,0.0,0.16
Shadehill,"2024-05-01 00:00",100725.0,2267.9,0.246,-5.659,-15.13,8.45,0.0,0.61,22.933,22.933,0.0,0.16
Shadehill,"2024-05-02 00:00",100680.0,2267.89,0.246,3.24,-15.2,25.47,0.0,0.61,22.933,22.933,0.0,0.16
Shadehill,"2024-05-03 00:00",100592.0,2267.87,-21.433,22.779,0.3,44.67,0.0,0.61,22.933,22.933,0.0,0.16
Shadehill,"2024-05-04 00:00",100636.0,2267.88,45.117,3.103,-13.43,18.66,0.0,0.61,22.933,22.933,0.0,0.16
Shadehill,"2024-05-05 00:00",100680.0,2267.89,45.117,1.031,-15.32,20.08,0.0,0.61,22.933,22.933,0.0,0.16
Shadehill,"2024-05-06 00:00",100859.0,2267.93,113.179,1.759,-15.32,18.98,0.0,0.61,22.933,22.933,0.0,0.16
Shadehill,"2024-05-07 00:00",100725.0,2267.9,-44.625,10.146,-13.29,32.02,0.01,0.62,22.933,22.933,0.0,0.16
Shadehill,"2024-05-08 00:00",100458.0,2267.84,-111.679,6.89,-14.28,26.69,0.02,0.64,22.933,22.933,0.0,0.16
Shadehill,"2024-05-09 00:00",100324.0,2267.81,-44.625,13.628,-14.99,45.12,0.0,0.64,22.933,22.933,0.0,0.16
Shadehill,"2024-05-10 00:00",100413.0,2267.83,67.804,1.291,-12.96,18.14,0.0,0.64,22.933,22.933,0.0,0.16
Shadehill,"2024-05-11 00:00",100458.0,2267.84,45.621,-10.807,-13.87,-2.07,0.0,0.64,22.933,22.933,0.0,0.16
Shadehill,"2024-05-12 00:00",100280.0,2267.8,-66.808,-11.938,-14.51,-3.26,0.0,0.64,22.933,22.933,0.0,0.16
Shadehill,"2024-05-13 00:00",100101.0,2267.76,-67.313,,,,0.0,0.64,22.933,22.933,0.0,0.16
Shadehill,"2024-05-14 00:00",99968.0,2267.73,-44.121,,,,0.0,0.64,22.933,22.933,0.0,0.16
Shadehill,"2024-05-15 00:00",99481.0,2267.62,-222.596,,,,0.08,0.72,22.933,22.933,0.0,0.16
Shadehill,"2024-05-16 00:00",99612.0,2267.65,88.979,,,,0.04,0.76,22.933,22.933,0.0,0.16
Shadehill,"2024-05-17 00:00",99259.0,2267.57,-155.05,,,,0.03,0.79,22.921,22.921,0.0,0.16
Shadehill,"2024-05-18 00:00",99038.0,2267.52,-88.667,-12.23,-13.93,-5.77,0.01,0.8,22.754,22.754,0.0,0.16
Shadehill,"2024-05-19 00:00",98949.0,2267.5,-22.157,,,,0.0,0.8,22.714,22.714,0.0,0.16
Shadehill,"2024-05-20 00:00",98905.0,2267.49,0.443,-14.601,-15.33,-14.48,0.0,0.8,22.626,22.626,0.0,0.16
Shadehill,"2024-05-21 00:00",98861.0,2267.48,0.439,-14.08,-14.95,-11.47,0.0,0.8,22.622,22.622,0.0,0.16
Shadehill,"2024-05-22 00:00",98949.0,2267.5,66.989,-14.684,-14.96,-14.33,0.01,0.81,22.623,22.623,0.0,0.16
Shadehill,"2024-05-23 00:00",98773.0,2267.46,-66.103,-14.615,-15.04,-11.82,0.0,0.81,22.631,22.631,0.0,0.16
Shadehill,"2024-05-24 00:00",98641.0,2267.43,-44.05,-7.064,-14.52,9.13,0.04,0.85,22.5,22.5,0.0,0.16
Shadehill,"2024-05-25 00:00",98641.0,2267.43,22.48,-13.134,-14.96,-10.09,0.0,0.85,22.48,22.48,0.0,0.16
Shadehill,"2024-05-26 00:00",98641.0,2267.43,22.494,,,,0.0,0.85,22.494,22.494,0.0,0.16
Shadehill,"2024-05-27 00:00",98508.0,2267.4,-44.614,-13.58,-15.34,-6.36,0.0,0.85,22.44,22.44,0.0,0.16
Shadehill,"2024-05-28 00:00",98464.0,2267.39,0.217,,,,0.0,0.85,22.4,22.4,0.0,0.16
Shadehill,"2024-05-29 00:00",98508.0,2267.4,44.592,,,,0.03,0.88,22.409,22.409,0.0,0.16
Shadehill,"2024-05-30 00:00",98464.0,2267.39,0.219,,,,0.01,0.89,22.402,22.402,0.0,0.16
Shadehill,"2024-05-31 00:00",98552.0,2267.41,66.772,,,,0.0,0.89,22.406,22.406,0.0,0.16
Shadehill,"2024-06-01 00:00",98641.0,2267.43,67.312,,,,0.0,0.89,22.441,22.441,0.0,0.16
Shadehill,"2024-06-02 00:00",98641.0,2267.43,22.49,,,,0.01,0.9,22.49,22.49,0.0,0.16
Shadehill,"2024-06-03 00:00",98773.0,2267.46,89.095,,,,0.02,0.92,22.545,22.545,0.0,0.16
Shadehill,"2024-06-04 00:00",98641.0,2267.43,-44.051,,,,0.0,0.92,22.499,22.499,0.0,0.16
Shadehill,"2024-06-05 00:00",98508.0,2267.4,-44.591,,,,0.0,0.92,22.463,22.463,0.0,0.16
Shadehill,"2024-06-06 00:00",98464.0,2267.39,0.217,,,,0.0,0.92,22.401,22.401,0.0,0.16
Shadehill,"2024-06-07 00:00",98508.0,2267.4,44.592,,,,0.0,0.92,22.408,22.408,0.0,0.16
Shadehill,"2024-06-08 00:00",98464.0,2267.39,0.217,,,,0.0,0.92,22.4,22.4,0.0,0.16
Shadehill,"2024-06-09 00:00",98464.0,2267.39,22.4,,,,0.0,0.92,22.4,22.4,0.0,0.16
Shadehill,"2024-06-10 00:00",98464.0,2267.39,22.4,,,,0.06,0.98,22.4,22.4,0.0,0.16
Shadehill,"2024-06-11 00:00",98420.0,2267.38,0.217,,,,0.0,0.98,22.4,22.4,0.0,0.16
Shadehill,"2024-06-12 00:00",98157.0,2267.32,-110.196,,,,0.0,0.98,22.4,22.4,0.0,0.16
Shadehill,"2024-06-13 00:00",98070.0,2267.3,-21.463,,,,0.0,0.98,22.4,22.4,0.0,0.16
Shadehill,"2024-06-14 00:00",98114.0,2267.31,44.583,,,,0.01,0.99,22.4,22.4,0.0,0.16
Shadehill,"2024-06-15 00:00",98289.0,2267.35,110.629,,,,0.01,1.0,22.4,22.4,0.0,0.16
Shadehill,"2024-06-16 00:00",98114.0,2267.31,-65.829,,,,0.0,1.0,22.4,22.4,0.0,0.16
Shadehill,"2024-06-17 00:00",98245.0,2267.34,88.446,,,,0.02,1.02,22.4,22.4,0.0,0.16
Shadehill,"2024-06-18 00:00",97894.0,2267.26,-154.563,,,,0.0,1.02,22.4,22.4,0.0,0.16
Shadehill,"2024-06-19 00:00",97894.0,2267.26,22.4,,,,0.0,1.02,22.4,22.4,0.0,0.16
Shadehill,"2024-06-20 00:00",97806.0,2267.24,-21.967,,,,0.0,1.02,22.4,22.4,0.0,0.16
Shadehill,"2024-06-21 00:00",97763.0,2267.23,0.721,,,,0.0,1.02,22.4,22.4,0.0,0.16
Shadehill,"2024-06-22 00:00",97675.0,2267.21,-21.967,,,,0.0,1.02,22.4,22.4,0.0,0.16
Shadehill,"2024-06-23 00:00",97675.0,2267.21,22.4,,,,0.0,1.02,22.4,22.4,0.0,0.16
Shadehill,"2024-06-24 00:00",97719.0,2267.22,44.583,,,,0.0,1.02,22.4,22.4,0.0,0.16
Shadehill,"2024-06-25 00:00",97675.0,2267.21,0.217,,,,0.0,1.02,22.4,22.4,0.0,0.16
Shadehill,"2024-06-26 00:00",97719.0,2267.22,44.583,,,,0.0,1.02,22.4,22.4,0.0,0.16
Shadehill,"2024-06-27 00:00",97675.0,2267.21,0.217,,,,0.06,1.08,22.4,22.4,0.0,0.16
Shadehill,"2024-06-28 00:00",97500.0,2267.17,-65.829,,,,0.0,1.08,22.4,22.4,0.0,0.16
Shadehill,"2024-06-29 00:00",97283.0,2267.12,-87.004,,,,0.0,1.08,22.4,22.4,0.0,0.16
Shadehill,"2024-06-30 00:00",97239.0,2267.11,0.217,,,,0.0,1.08,22.4,22.4,0.0,0.16
Shadehill,"2024-07-01 00:00",97283.0,2267.12,44.583,,,,0.0,1.08,22.4,22.4,0.0,0.16
Shadehill,"2024-07-02 00:00",97195.0,2267.1,-21.967,,,,0.0,1.08,22.4,22.4,0.0,0.16
Shadehill,"2024-07-03 00:00",97108.0,2267.08,-21.463,,,,0.0,1.08,22.4,22.4,0.0,0.16
Shadehill,"2024-07-04 00:00",97021.0,2267.06,-21.463,,,,0.02,1.1,22.4,22.4,0.0,0.16
Shadehill,"2024-07-05 00:00",97021.0,2267.06,22.4,,,,0.02,1.12,22.4,22.4,0.0,0.16
Shadehill,"2024-07-06 00:00",97108.0,2267.08,66.263,,,,0.01,1.13,22.4,22.4,0.0,0.16
Shadehill,"2024-07-07 00:00",97108.0,2267.08,22.4,,,,0.0,1.13,22.4,22.4,0.0,0.16
Shadehill,"2024-07-08 00:00",97064.0,2267.07,0.217,,,,0.0,1.13,22.4,22.4,0.0,0.16
Shadehill,"2024-07-09 00:00",96890.0,2267.03,-65.325,,,,0.0,1.13,22.4,22.4,0.0,0.16
Shadehill,"2024-07-10 00:00",96803.0,2267.01,-21.463,,,,0.0,1.13,22.4,22.4,0.0,0.16
Shadehill,"2024-07-11 00:00",96803.0,2267.01,22.4,,,,0.0,1.13,22.4,22.4,0.0,0.16
Shadehill,"2024-07-12 00:00",96890.0,2267.03,66.263,,,,0.0,1.13,22.4,22.4,0.0,0.16
Shadehill,"2024-07-13 00:00",96716.0,2266.99,-65.325,,,,0.02,1.15,22.4,22.4,0.0,0.16
Shadehill,"2024-07-14 00:00",96499.0,2266.94,-87.004,,,,0.02,1.17,22.4,22.4,0.0,0.16
Shadehill,"2024-07-15 00:00",96412.0,2266.92,-21.463,,,,0.0,1.17,22.4,22.4,0.0,0.16
Shadehill,"2024-07-16 00:00",96238.0,2266.88,-65.325,,,,0.01,1.18,22.4,22.4,0.0,0.16
Shadehill,"2024-07-17 00:00",96238.0,2266.88,22.4,,,,0.0,1.18,22.4,22.4,0.0,0.16
Shadehill,"2024-07-18 00:00",96282.0,2266.89,44.583,,,,0.0,1.18,22.4,22.4,0.0,0.16
Shadehill,"2024-07-19 00:00",96282.0,2266.89,22.4,,,,0.0,1.18,22.4,22.4,0.0,0.16
Shadehill,"2024-07-20 00:00",96282.0,2266.89,22.4,,,,0.0,1.18,22.4,22.4,0.0,0.16
Shadehill,"2024-07-21 00:00",96023.0,2266.83,-108.179,,,,0.0,1.18,22.4,22.4,0.0,0.16
Shadehill,"2024-07-22 00:00",95980.0,2266.82,0.721,,,,0.0,1.18,22.4,22.4,0.0,0.16
Shadehill,"2024-07-23 00:00",95720.0,2266.76,-108.735,,,,0.01,1.19,22.349,22.349,0.0,0.16
Shadehill,"2024-07-24 00:00",95548.0,2266.72,-64.515,,,,0.0,1.19,22.201,22.201,0.0,0.16
Shadehill,"2024-07-25 00:00",95548.0,2266.72,22.182,,,,0.0,1.19,22.182,22.182,0.0,0.16
Shadehill,"2024-07-26 00:00",95462.0,2266.7,-21.223,,,,0.0,1.19,22.135,22.135,0.0,0.16
Shadehill,"2024-07-27 00:00",95591.0,2266.73,87.192,,,,0.0,1.19,22.154,22.154,0.0,0.16
Shadehill,"2024-07-28 00:00",95418.0,2266.69,-65.054,,,,0.0,1.19,22.167,22.167,0.0,0.16
Shadehill,"2024-07-29 00:00",95418.0,2266.69,22.113,,,,0.12,1.31,22.113,22.113,0.0,0.16
Shadehill,"2024-07-30 00:00",95246.0,2266.65,-64.691,,,,0.0,1.31,22.026,22.026,0.0,0.16
Shadehill,"2024-07-31 00:00",95075.0,2266.61,-64.284,,,,0.1,1.41,21.929,21.929,0.0,0.16
Shadehill,"2024-08-01 00:00",95075.0,2266.61,21.884,,,,0.0,1.41,21.884,21.884,0.0,0.16
Shadehill,"2024-08-02 00:00",95118.0,2266.62,43.579,,,,0.0,1.41,21.899,21.899,0.0,0.16
Shadehill,"2024-08-03 00:00",95032.0,2266.6,-21.454,,,,0.0,1.41,21.904,21.904,0.0,0.16
Shadehill,"2024-08-04 00:00",94903.0,2266.57,-43.171,,,,0.0,1.41,21.867,21.867,0.0,0.16
Shadehill,"2024-08-05 00:00",94775.0,2266.54,-42.667,,,,0.73,2.14,21.867,21.867,0.0,0.16
Shadehill,"2024-08-06 00:00",94861.0,2266.56,65.225,,,,0.02,2.16,21.867,21.867,0.0,0.16
Shadehill,"2024-08-07 00:00",94732.0,2266.53,-43.171,,,,0.0,2.16,21.867,21.867,0.0,0.16
Shadehill,"2024-08-08 00:00",94646.0,2266.51,-21.492,,,,0.0,2.16,21.867,21.867,0.0,0.16
Shadehill,"2024-08-09 00:00",94646.0,2266.51,21.867,,,,0.0,2.16,21.867,21.867,0.0,0.16
Shadehill,"2024-08-10 00:00",94603.0,2266.5,0.187,,,,0.0,2.16,21.867,21.867,0.0,0.16
Shadehill,"2024-08-11 00:00",94561.0,2266.49,0.692,,,,0.04,2.2,21.867,21.867,0.0,0.16
Shadehill,"2024-08-12 00:00",93793.0,2266.31,-365.334,,,,0.0,2.2,21.867,21.867,0.0,0.16
Shadehill,"2024-08-13 00:00",92692.0,2266.05,-533.711,,,,0.0,2.2,21.377,21.377,0.0,0.16
Shadehill,"2024-08-14 00:00",91893.0,2265.86,-381.461,,,,0.03,2.23,21.369,21.369,0.0,0.16
Shadehill,"2024-08-15 00:00",91432.0,2265.75,-211.056,,,,0.0,2.23,21.364,21.364,0.0,0.16
Shadehill,"2024-08-16 00:00",91098.0,2265.67,-147.058,,,,0.0,2.23,21.333,21.333,0.0,0.16
Shadehill,"2024-08-17 00:00",90891.0,2265.62,-83.029,,,,0.0,2.23,21.333,21.333,0.0,0.16
Shadehill,"2024-08-18 00:00",90641.0,2265.56,-104.708,,,,0.0,2.23,21.333,21.333,0.0,0.16
Shadehill,"2024-08-19 00:00",90516.0,2265.53,-41.688,,,,0.0,2.23,21.333,21.333,0.0,0.16
Shadehill,"2024-08-20 00:00",90309.0,2265.48,-83.029,,,,0.0,2.23,21.333,21.333,0.0,0.16
Shadehill,"2024-08-21 00:00",90185.0,2265.45,-41.183,,,,0.05,2.28,21.333,21.333,0.0,0.16
Shadehill,"2024-08-22 00:00",89895.0,2265.38,-124.875,,,,0.0,2.28,21.333,21.333,0.0,0.16
Shadehill,"2024-08-23 00:00",89772.0,2265.35,-40.679,,,,0.0,2.28,21.333,21.333,0.0,0.16
Shadehill,"2024-08-24 00:00",89607.0,2265.31,-61.854,,,,0.0,2.28,21.333,21.333,0.0,0.16
Shadehill,"2024-08-25 00:00",89113.0,2265.19,-227.726,,,,0.0,2.28,21.332,21.332,0.0,0.16
Shadehill,"2024-08-26 00:00",88704.0,2265.09,-185.032,,,,0.22,2.5,21.172,21.172,0.0,0.16
Shadehill,"2024-08-27 00:00",88296.0,2264.99,-184.804,,,,0.0,2.5,20.896,20.896,0.0,0.16
Shadehill,"2024-08-28 00:00",88011.0,2264.92,-122.888,,,,0.0,2.5,20.8,20.8,0.0,0.16
Shadehill,"2024-08-29 00:00",87727.0,2264.85,-122.383,,,,0.0,2.5,20.8,20.8,0.0,0.16
Shadehill,"2024-08-30 00:00",87322.0,2264.75,-183.388,,,,0.0,2.5,20.8,20.8,0.0,0.16
Shadehill,"2024-08-31 00:00",86638.0,2264.58,-324.053,,,,0.0,2.5,20.797,20.797,0.0,0.16
Shadehill,"2024-09-01 00:00",86198.0,2264.47,-201.256,,,,0.0,2.5,20.578,20.578,0.0,0.16
Shadehill,"2024-09-02 00:00",85838.0,2264.38,-161.167,,,,0.0,2.5,20.333,20.333,0.0,0.16
Shadehill,"2024-09-03 00:00",85362.0,2264.26,-219.717,,,,0.0,2.5,20.267,20.267,0.0,0.16
Shadehill,"2024-09-04 00:00",84810.0,2264.12,-258.034,,,,0.0,2.5,20.267,20.267,0.0,0.16
Shadehill,"2024-09-05 00:00",84416.0,2264.02,-178.375,,,,0.0,2.5,20.267,20.267,0.0,0.16
Shadehill,"2024-09-06 00:00",84181.0,2263.96,-98.213,,,,0.0,2.5,20.267,20.267,0.0,0.16
Shadehill,"2024-09-07 00:00",83985.0,2263.91,-78.55,,,,0.0,2.5,20.267,20.267,0.0,0.16
Shadehill,"2024-09-08 00:00",83791.0,2263.86,-77.542,,,,0.0,2.5,20.267,20.267,0.0,0.16
Shadehill,"2024-09-09 00:00",83635.0,2263.82,-58.383,,,,0.0,2.5,20.267,20.267,0.0,0.16
Shadehill,"2024-09-10 00:00",83362.0,2263.75,-117.425,,,,0.0,2.5,20.212,20.212,0.0,0.16
Shadehill,"2024-09-11 00:00",83207.0,2263.71,-58.069,,,,0.0,2.5,20.076,20.076,0.0,0.16
Shadehill,"2024-09-12 00:00",82974.0,2263.65,-97.499,,,,0.46,2.96,19.972,19.972,0.0,0.16
Shadehill,"2024-09-13 00:00",82705.0,2263.58,-115.836,,,,0.04,3.0,19.785,19.785,0.0,0.16
Shadehill,"2024-09-14 00:00",82628.0,2263.56,-19.088,,,,0.0,3.0,19.733,19.733,0.0,0.16
Shadehill,"2024-09-15 00:00",82435.0,2263.51,-77.571,,,,0.0,3.0,19.733,19.733,0.0,0.16
Shadehill,"2024-09-16 00:00",82358.0,2263.49,-19.088,,,,0.04,3.04,19.733,19.733,0.0,0.16
Shadehill,"2024-09-17 00:00",82281.0,2263.47,-19.088,,,,0.0,3.04,19.733,19.733,0.0,0.16
Shadehill,"2024-09-18 00:00",82051.0,2263.41,-96.225,,,,0.01,3.05,19.733,19.733,0.0,0.16
Shadehill,"2024-09-19 00:00",81784.0,2263.34,-114.879,,,,0.0,3.05,19.733,19.733,0.0,0.16
Shadehill,"2024-09-20 00:00",81708.0,2263.32,-18.583,,,,0.0,3.05,19.733,19.733,0.0,0.16
Shadehill,"2024-09-21 00:00",81365.0,2263.23,-153.196,,,,0.0,3.05,19.733,19.733,0.0,0.16
Shadehill,"2024-09-22 00:00",81403.0,2263.24,38.892,,,,0.0,3.05,19.733,19.733,0.0,0.16
Shadehill,"2024-09-23 00:00",81288.0,2263.21,-38.246,,,,0.0,3.05,19.733,19.733,0.0,0.16
Shadehill,"2024-09-24 00:00",81175.0,2263.18,-37.251,,,,0.0,3.05,19.72,19.72,0.0,0.16
Shadehill,"2024-09-25 00:00",81212.0,2263.19,38.345,,,,0.0,3.05,19.69,19.69,0.0,0.16
Shadehill,"2024-09-26 00:00",81061.0,2263.15,-56.459,,,,0.0,3.05,19.67,19.67,0.0,0.16
Shadehill,"2024-09-27 00:00",81023.0,2263.14,0.407,,,,0.0,3.05,19.565,19.565,0.0,0.16
Shadehill,"2024-09-28 00:00",80910.0,2263.11,-37.444,,,,0.0,3.05,19.527,19.527,0.0,0.16
Shadehill,"2024-09-29 00:00",81099.0,2263.16,114.835,,,,0.0,3.05,19.547,19.547,0.0,0.16
Shadehill,"2024-09-30 00:00",80608.0,2263.03,-228.13,,,,0.0,3.05,19.416,19.416,0.0,0.16
Shadehill,"2024-10-01 00:00",80797.0,2263.08,114.61,,,,0.0,0.0,19.322,19.322,0.0,0.16
Shadehill,"2024-10-02 00:00",80645.0,2263.04,-57.248,,,,0.0,0.0,19.385,19.385,0.0,0.16
Shadehill,"2024-10-03 00:00",80532.0,2263.01,-37.711,,,,0.0,0.0,19.26,19.26,0.0,0.16
Shadehill,"2024-10-04 00:00",80759.0,2263.07,133.732,,,,0.0,0.0,19.286,19.286,0.0,0.16
Shadehill,"2024-10-05 00:00",80495.0,2263.0,-113.807,,,,0.0,0.0,19.293,19.293,0.0,0.16
Shadehill,"2024-10-06 00:00",80457.0,2262.99,0.042,,,,0.0,0.0,19.2,19.2,0.0,0.16
Shadehill,"2024-10-07 00:00",80495.0,2263.0,38.359,,,,0.0,0.0,19.201,19.201,0.0,0.16
Shadehill,"2024-10-08 00:00",80532.0,2263.01,37.865,,,,0.0,0.0,19.211,19.211,0.0,0.16
Shadehill,"2024-10-09 00:00",80532.0,2263.01,19.218,,,,0.0,0.0,19.218,19.218,0.0,0.16
Shadehill,"2024-10-10 00:00",80419.0,2262.98,-37.764,,,,0.0,0.0,19.207,19.207,0.0,0.16
Shadehill,"2024-10-11 00:00",80419.0,2262.98,19.2,,,,0.0,0.0,19.2,19.2,0.0,0.16
Shadehill,"2024-10-12 00:00",80306.0,2262.95,-37.771,,,,0.0,0.0,19.2,19.2,0.0,0.16
Shadehill,"2024-10-13 00:00",80231.0,2262.93,-18.613,,,,0.0,0.0,19.2,19.2,0.0,0.16
Shadehill,"2024-10-14 00:00",80269.0,2262.94,38.358,,,,0.0,0.0,19.2,19.2,0.0,0.16
Shadehill,"2024-10-15 00:00",80231.0,2262.93,0.042,,,,0.0,0.0,19.2,19.2,0.0,0.16
Shadehill,"2024-10-16 00:00",80457.0,2262.99,133.142,,,,0.0,0.0,19.2,19.2,0.0,0.16
Shadehill,"2024-10-17 00:00",80344.0,2262.96,-37.771,,,,0.0,0.0,19.2,19.2,0.0,0.16
Shadehill,"2024-10-18 00:00",80118.0,2262.9,-94.742,,,,0.09,0.09,19.2,19.2,0.0,0.16
Shadehill,"2024-10-19 00:00",80231.0,2262.93,76.171,,,,0.0,0.09,19.2,19.2,0.0,0.16
Shadehill,"2024-10-20 00:00",80306.0,2262.95,57.013,,,,0.0,0.09,19.2,19.2,0.0,0.16
Shadehill,"2024-10-21 00:00",80382.0,2262.97,57.517,,,,0.0,0.09,19.2,19.2,0.0,0.16
Shadehill,"2024-10-22 00:00",80156.0,2262.91,-94.742,,,,0.0,0.09,19.2,19.2,0.0,0.16
Shadehill,"2024-10-23 00:00",80269.0,2262.94,76.171,,,,0.0,0.09,19.2,19.2,0.0,0.16
Shadehill,"2024-10-24 00:00",80156.0,2262.91,-37.771,,,,0.0,0.09,19.2,19.2,0.0,0.16
Shadehill,"2024-10-25 00:00",80081.0,2262.89,-18.613,,,,0.0,0.09,19.2,19.2,0.0,0.16
Shadehill,"2024-10-26 00:00",80193.0,2262.92,75.667,,,,0.0,0.09,19.2,19.2,0.0,0.16
Shadehill,"2024-10-27 00:00",80344.0,2262.96,95.329,,,,0.0,0.09,19.2,19.2,0.0,0.16
Shadehill,"2024-10-28 00:00",80269.0,2262.94,-18.613,,,,0.0,0.09,19.2,19.2,0.0,0.16
Shadehill,"2024-10-29 00:00",80193.0,2262.92,-19.117,,,,0.9,0.99,19.2,19.2,0.0,0.16
Shadehill,"2024-10-30 00:00",80081.0,2262.89,-37.267,,,,0.05,1.04,19.2,19.2,0.0,0.16
Shadehill,"2024-10-31 00:00",80156.0,2262.91,57.013,,,,0.01,1.05,19.2,19.2,0.0,0.16
